original_smiles,rationale_smiles,score
O=C(N(C=1C=CC(NC2=NC(NC3CC3)=C4N=CNC4=N2)=CC1)CC)C,CCN(CC)c1ccc(Nc2nccc(NC)n2)cc1,0.66
O=C(N(C=1C=CC(NC2=NC(NC3CC3)=C4N=CNC4=N2)=CC1)CC)C,CCN(C)c1ccc(Nc2nccc(NC)n2)cc1,0.67
O=C(N(C=1C=CC(NC2=NC(NC3CC3)=C4N=CNC4=N2)=CC1)CC)C,CCN(C)c1ccc(Nc2nccc(N)n2)cc1,0.56
O=C(N(C=1C=CC(NC2=NC(NC3CC3)=C4N=CNC4=N2)=CC1)CC)C,CNc1ccnc(Nc2ccc(N(C)C(C)=O)cc2)n1,0.59
O=C(N(C=1C=CC(NC2=NC(NC3CC3)=C4N=CNC4=N2)=CC1)CC)C,CNc1ccnc(Nc2ccc(NC(C)=O)cc2)n1,0.59
O=C(N(C=1C=CC(NC2=NC(NC3CC3)=C4N=CNC4=N2)=CC1)CC)C,Nc1ccnc(Nc2ccc(NC=O)cc2)n1,0.59
O=C(N(C=1C=CC(NC2=NC(NC3CC3)=C4N=CNC4=N2)=CC1)CC)C,CN(C=O)c1ccc(Nc2nccc(N)n2)cc1,0.58
O=C(N(C=1C=CC(NC2=NC(NC3CC3)=C4N=CNC4=N2)=CC1)CC)C,CCN(CC)c1ccc(Nc2nccc(N)n2)cc1,0.54
O=C(N(C=1C=CC(NC2=NC(NC3CC3)=C4N=CNC4=N2)=CC1)CC)C,CCN(C=O)c1ccc(Nc2nccc(N)n2)cc1,0.54
N1(C2=NC=NC=3NC=C(C23)C=4C=CC=CC4)CCCCC1,Nc1ncnc2[nH]cc(-c3ccccc3)c12,0.76
OCC(NC1=NC=NC=2NC=C(C21)C=3C=CC=CC3)CO,CC(CO)Nc1ncnc2[nH]cc(-c3ccccc3)c12,0.94
OCC(NC1=NC=NC=2NC=C(C21)C=3C=CC=CC3)CO,OCCNc1ncnc2[nH]cc(-c3ccccc3)c12,0.96
OCC(NC1=NC=NC=2NC=C(C21)C=3C=CC=CC3)CO,CCNc1ncnc2[nH]cc(-c3ccccc3)c12,0.92
OCC(NC1=NC=NC=2NC=C(C21)C=3C=CC=CC3)CO,CNc1ncnc2[nH]cc(-c3ccccc3)c12,0.92
OCC(NC1=NC=NC=2NC=C(C21)C=3C=CC=CC3)CO,Nc1ncnc2[nH]cc(-c3ccccc3)c12,0.76
OCC(NC1=NC=NC=2NC=C(C21)C=3C=CC=CC3)CO,CC(C)Nc1ncnc2[nH]cc(-c3ccccc3)c12,0.92
C1(=C(Cl)C=C2N(C=C(C2=C1)C3=C(C4=COC=5C4=CC=C(C5)OCC6CC6)C(=O)NC3=O)C)F,Cn1ccc(C2=C(c3ccoc3)C(=O)NC2=O)c1,0.6
N=1C(NC(=O)C)=C2N=C(C=3C=CC=CC3)NC2=NC1,CCNc1ncnc2[nH]c(-c3ccccc3)nc12,0.93
N=1C(NC(=O)C)=C2N=C(C=3C=CC=CC3)NC2=NC1,CNc1ncnc2[nH]c(-c3ccccc3)nc12,0.89
N=1C(NC(=O)C)=C2N=C(C=3C=CC=CC3)NC2=NC1,Nc1ncnc2[nH]c(-c3ccccc3)nc12,0.58
N=1C(NC(=O)C)=C2N=C(C=3C=CC=CC3)NC2=NC1,O=CNc1ncnc2[nH]c(-c3ccccc3)nc12,0.87
C1=C(C2=NN=C(O2)SCC3=CC=C(C=C3)C(=O)NCC(OC)OC)C=CC4=C1OCCO4,c1ccc(CSc2nnc(-c3ccccc3)o2)cc1,0.76
C1=C(C2=NN=C(O2)SCC3=CC=C(C=C3)C(=O)NCC(OC)OC)C=CC4=C1OCCO4,Cc1ccc(CSc2nnc(-c3ccccc3)o2)cc1,0.51
BrC1=C2N(N=C1)C(NCC3=CC=CN=C3)=CC(=N2)C,Brc1cnn2c(NCc3cccnc3)ccnc12,0.52
ClC1=NC(NCCCCO)=CC(C=2C=3C(NC2)=NC=CC3)=C1,CCCNc1cc(-c2c[nH]c3ncccc23)cc(Cl)n1,0.97
ClC1=NC(NCCCCO)=CC(C=2C=3C(NC2)=NC=CC3)=C1,CCNc1cc(-c2c[nH]c3ncccc23)cc(Cl)n1,0.98
ClC1=NC(NCCCCO)=CC(C=2C=3C(NC2)=NC=CC3)=C1,CNc1cc(-c2c[nH]c3ncccc23)cc(Cl)n1,0.99
ClC1=NC(NCCCCO)=CC(C=2C=3C(NC2)=NC=CC3)=C1,Nc1cc(-c2c[nH]c3ncccc23)cc(Cl)n1,0.96
ClC1=NC(NCCCCO)=CC(C=2C=3C(NC2)=NC=CC3)=C1,Clc1cc(-c2c[nH]c3ncccc23)ccn1,0.92
ClC1=NC(NCCCCO)=CC(C=2C=3C(NC2)=NC=CC3)=C1,CCCCNc1cc(-c2c[nH]c3ncccc23)ccn1,0.9
ClC1=NC(NCCCCO)=CC(C=2C=3C(NC2)=NC=CC3)=C1,CCCNc1cc(-c2c[nH]c3ncccc23)ccn1,0.88
ClC1=NC(NCCCCO)=CC(C=2C=3C(NC2)=NC=CC3)=C1,CCNc1cc(-c2c[nH]c3ncccc23)ccn1,0.89
ClC1=NC(NCCCCO)=CC(C=2C=3C(NC2)=NC=CC3)=C1,CNc1cc(-c2c[nH]c3ncccc23)ccn1,0.86
ClC1=NC(NCCCCO)=CC(C=2C=3C(NC2)=NC=CC3)=C1,Nc1cc(-c2c[nH]c3ncccc23)ccn1,0.87
C1=CC(NC=2OC(=NN2)C=3C=CC(=CC3)SC)=CC=C1Cl,Sc1ccc(-c2nnc(Nc3ccc(Cl)cc3)o2)cc1,0.95
C1=CC(NC=2OC(=NN2)C=3C=CC(=CC3)SC)=CC=C1Cl,Sc1ccc(-c2nnc(Nc3ccccc3)o2)cc1,0.93
C1=CC(NC=2OC(=NN2)C=3C=CC(=CC3)SC)=CC=C1Cl,c1ccc(Nc2nnc(-c3ccccc3)o2)cc1,0.89
C1=CC(NC=2OC(=NN2)C=3C=CC(=CC3)SC)=CC=C1Cl,CSc1ccc(-c2nnc(Nc3ccccc3)o2)cc1,0.95
C1=CC(NC=2OC(=NN2)C=3C=CC(=CC3)SC)=CC=C1Cl,Clc1ccc(Nc2nnc(-c3ccccc3)o2)cc1,0.86
ClC=1N=C(N=C(NC2CCC(N)CC2)C1)C=3C4=C(NC3)N=CC=C4,CNc1cc(Cl)nc(-c2c[nH]c3ncccc23)n1,0.84
ClC=1N=C(N=C(NC2CCC(N)CC2)C1)C=3C4=C(NC3)N=CC=C4,Nc1cc(Cl)nc(-c2c[nH]c3ncccc23)n1,0.91
ClC=1N=C(N=C(NC2CCC(N)CC2)C1)C=3C4=C(NC3)N=CC=C4,Nc1ccnc(-c2c[nH]c3ncccc23)n1,0.82
ClC=1N=C(N=C(NC2CCC(N)CC2)C1)C=3C4=C(NC3)N=CC=C4,CNc1ccnc(-c2c[nH]c3ncccc23)n1,0.75
ClC=1N=C(N=C(NC2CCC(N)CC2)C1)C=3C4=C(NC3)N=CC=C4,Clc1ccnc(-c2c[nH]c3ncccc23)n1,0.82
FC(F)(F)C1=NNC=2N=C3CC(CC(=O)C3C(C21)C4=CC=CC=C4)(C)C,Cc1n[nH]c2c1C(c1ccccc1)C1CCCCC1=N2,0.58
O=N(=O)C=1C(NC2CCCCC2)=NC(=NC1N)NC,Nc1nc(N)c([N+](=O)[O-])c(NC2CCCCC2)n1,0.58
S1C=2N(C(=C(N2)C3=CC=C(F)C=C3)C=4C=CN=CC4)C=C1,c1ccc(-c2nc3sccn3c2-c2ccncc2)cc1,0.5
C1(=CC=C2C(=C1)C=NN2)C=3N=C(SC3)NCC,CNc1nc(-c2ccc3[nH]ncc3c2)cs1,0.95
O(C1=C(NC2=NC(NCC=C)=NC(N)=C2N(=O)=O)C=CC=C1)C,CNc1nc(N)c([N+](=O)[O-])c(Nc2ccccc2O)n1,0.77
O(C1=C(NC2=NC(NCC=C)=NC(N)=C2N(=O)=O)C=CC=C1)C,CNc1nc(N)c([N+](=O)[O-])c(Nc2ccccc2)n1,0.73
O(C1=C(NC2=NC(NCC=C)=NC(N)=C2N(=O)=O)C=CC=C1)C,CNc1ncc([N+](=O)[O-])c(Nc2ccccc2)n1,0.53
O(C1=C(NC2=NC(NCC=C)=NC(N)=C2N(=O)=O)C=CC=C1)C,CNc1ncc([NH3+])c(Nc2ccccc2)n1,0.51
O(C1=C(NC2=NC(NCC=C)=NC(N)=C2N(=O)=O)C=CC=C1)C,CCNc1nc(N)c([N+](=O)[O-])c(Nc2ccccc2)n1,0.84
O(C1=C(NC2=NC(NCC=C)=NC(N)=C2N(=O)=O)C=CC=C1)C,CCNc1ncc([N+](=O)[O-])c(Nc2ccccc2)n1,0.54
O(C1=C(NC2=NC(NCC=C)=NC(N)=C2N(=O)=O)C=CC=C1)C,C=CCNc1ncc([N+](=O)[O-])c(Nc2ccccc2)n1,0.5
C1=C(C=2C(=CNC2C=C1Br)C=3N=C(N=CC3)N)O,Nc1nccc(-c2c[nH]c3cc(Br)ccc23)n1,0.96
C1=C(C=2C(=CNC2C=C1Br)C=3N=C(N=CC3)N)O,Nc1nccc(-c2c[nH]c3ccccc23)n1,0.76
C1=C(C=2C(=CNC2C=C1Br)C=3N=C(N=CC3)N)O,Nc1nccc(-c2c[nH]c3cccc(O)c23)n1,0.89
C1=C(C=2C(=CNC2C=C1Br)C=3N=C(N=CC3)N)O,Oc1cccc2[nH]cc(-c3ccncn3)c12,0.59
C1=C(C=2C(=CNC2C=C1Br)C=3N=C(N=CC3)N)O,Brc1ccc2c(-c3ccncn3)c[nH]c2c1,0.68
C1=C(C=2C(=CNC2C=C1Br)C=3N=C(N=CC3)N)O,Oc1cc(Br)cc2[nH]cc(-c3ccncn3)c12,0.62
C1(=CC=2C=NNC2C=C1)C3=CC(=NO3)C(NC)=O,CNCc1cc(-c2ccc3[nH]ncc3c2)on1,0.94
C1(=CC=2C=NNC2C=C1)C3=CC(=NO3)C(NC)=O,NCc1cc(-c2ccc3[nH]ncc3c2)on1,0.87
C1(=CC=2C=NNC2C=C1)C3=CC(=NO3)C(NC)=O,NC(=O)c1cc(-c2ccc3[nH]ncc3c2)on1,0.87
C1(=CC=2C=NNC2C=C1)C3=CC(=NO3)C(NC)=O,O=Cc1cc(-c2ccc3[nH]ncc3c2)on1,0.88
C1(=C(N=C2NN=C(C2=C1)NC(C3CC3)=O)C4=CC=CC=C4)C#N,CC(=O)Nc1n[nH]c2nc(-c3ccccc3)ccc12,0.69
C1(=C(N=C2NN=C(C2=C1)NC(C3CC3)=O)C4=CC=CC=C4)C#N,Nc1n[nH]c2nc(-c3ccccc3)ccc12,0.51
C1(=C(N=C2NN=C(C2=C1)NC(C3CC3)=O)C4=CC=CC=C4)C#N,CC(=O)Nc1n[nH]c2nc(-c3ccccc3)c(C)cc12,0.66
C1(=C(N=C2NN=C(C2=C1)NC(C3CC3)=O)C4=CC=CC=C4)C#N,CCNc1n[nH]c2nc(-c3ccccc3)c(C#N)cc12,0.5
C1(=C(N=C2NN=C(C2=C1)NC(C3CC3)=O)C4=CC=CC=C4)C#N,CNc1n[nH]c2nc(-c3ccccc3)c(C#N)cc12,0.58
C1(=C(N=C2NN=C(C2=C1)NC(C3CC3)=O)C4=CC=CC=C4)C#N,CNc1n[nH]c2nc(-c3ccccc3)c(C)cc12,0.55
C1(=C(N=C2NN=C(C2=C1)NC(C3CC3)=O)C4=CC=CC=C4)C#N,N#Cc1cc2c(NC=O)n[nH]c2nc1-c1ccccc1,0.51
C1(=C(N=C2NN=C(C2=C1)NC(C3CC3)=O)C4=CC=CC=C4)C#N,N#Cc1cc2c(N)n[nH]c2nc1-c1ccccc1,0.51
O1C=C(C2=C(C=3C=4C(N(C3)CCOC)=C(CCOC)C=CC4)C(=O)NC2=O)C=5C1=CC=CC5,Cn1ccc(C2=C(c3ccoc3)C(=O)NC2=O)c1,0.6
O1C=C(C2=C(C=3C=4C(N(C3)CCOC)=C(CCOC)C=CC4)C(=O)NC2=O)C=5C1=CC=CC5,O=C1NC(=O)C(c2ccn(CCO)c2)=C1c1ccoc1,0.57
O1C=C(C2=C(C=3C=4C(N(C3)CCOC)=C(CCOC)C=CC4)C(=O)NC2=O)C=5C1=CC=CC5,CCn1ccc(C2=C(c3ccoc3)C(=O)NC2=O)c1,0.57
N1C(=C(C(=N1)O)N=NC=2C=CC(=CC2)N3CCOCC3)C=4C=C(C=CC4)OC,Oc1n[nH]c(-c2ccccc2)c1N=Nc1ccccc1,0.57
ClC=1C=C(F)C(C=2NC(=CC2C(=O)N)C=3N=C(N=CC3)N)=CC1,NC(=O)c1cc(-c2ccncn2)[nH]c1-c1ccccc1,0.64
ClC=1C=C(F)C(C=2NC(=CC2C(=O)N)C=3N=C(N=CC3)N)=CC1,NCc1cc(-c2ccncn2)[nH]c1-c1ccccc1,0.53
ClC=1C=C(F)C(C=2NC(=CC2C(=O)N)C=3N=C(N=CC3)N)=CC1,O=Cc1cc(-c2ccncn2)[nH]c1-c1ccc(Cl)cc1,0.61
ClC=1C=C(F)C(C=2NC(=CC2C(=O)N)C=3N=C(N=CC3)N)=CC1,Cc1cc(-c2ccncn2)[nH]c1-c1ccc(Cl)cc1,0.58
ClC=1C=C(F)C(C=2NC(=CC2C(=O)N)C=3N=C(N=CC3)N)=CC1,Cc1cc(-c2ccnc(N)n2)[nH]c1-c1ccccc1F,0.61
ClC=1C=C(F)C(C=2NC(=CC2C(=O)N)C=3N=C(N=CC3)N)=CC1,Cc1cc(-c2ccnc(N)n2)[nH]c1-c1ccccc1,0.57
ClC=1C=C(F)C(C=2NC(=CC2C(=O)N)C=3N=C(N=CC3)N)=CC1,Nc1nccc(-c2ccc(-c3ccccc3)[nH]2)n1,0.51
ClC=1C=C(F)C(C=2NC(=CC2C(=O)N)C=3N=C(N=CC3)N)=CC1,Nc1nccc(-c2cc(C=O)c(-c3ccccc3)[nH]2)n1,0.62
ClC=1C=C(F)C(C=2NC(=CC2C(=O)N)C=3N=C(N=CC3)N)=CC1,O=Cc1cc(-c2ccncn2)[nH]c1-c1ccccc1,0.51
ClC=1C=C(F)C(C=2NC(=CC2C(=O)N)C=3N=C(N=CC3)N)=CC1,NCc1cc(-c2ccncn2)[nH]c1-c1ccccc1F,0.55
ClC=1C=C(F)C(C=2NC(=CC2C(=O)N)C=3N=C(N=CC3)N)=CC1,NCc1cc(-c2ccnc(N)n2)[nH]c1-c1ccccc1,0.6
ClC=1C=C(F)C(C=2NC(=CC2C(=O)N)C=3N=C(N=CC3)N)=CC1,Nc1nccc(-c2ccc(-c3ccccc3F)[nH]2)n1,0.55
ClC=1C=C(F)C(C=2NC(=CC2C(=O)N)C=3N=C(N=CC3)N)=CC1,Cc1cc(-c2ccnc(N)n2)[nH]c1-c1ccc(Cl)cc1,0.54
ClC=1C=C(F)C(C=2NC(=CC2C(=O)N)C=3N=C(N=CC3)N)=CC1,NCc1cc(-c2ccncn2)[nH]c1-c1ccc(Cl)cc1,0.59
ClC=1C=C(F)C(C=2NC(=CC2C(=O)N)C=3N=C(N=CC3)N)=CC1,Cc1cc(-c2ccncn2)[nH]c1-c1ccc(Cl)cc1F,0.54
ClC=1C=C(F)C(C=2NC(=CC2C(=O)N)C=3N=C(N=CC3)N)=CC1,Nc1nccc(-c2ccc(-c3ccc(Cl)cc3F)[nH]2)n1,0.61
BrC=1N=C2C(NC(C=3C=4C(N(C3)C)=CC=C(F)C4)=C2)=NC1,Cn1cc(-c2cc3nc(Br)cnc3[nH]2)c2ccccc21,0.86
BrC=1N=C2C(NC(C=3C=4C(N(C3)C)=CC=C(F)C4)=C2)=NC1,Cn1cc(-c2cc3nccnc3[nH]2)c2ccccc21,0.8
BrC=1N=C2C(NC(C=3C=4C(N(C3)C)=CC=C(F)C4)=C2)=NC1,Cn1cc(-c2cc3nccnc3[nH]2)c2cc(F)ccc21,0.81
BrC=1N=C2C(NC(C=3C=4C(N(C3)C)=CC=C(F)C4)=C2)=NC1,Cn1ccc(-c2cc3nc(Br)cnc3[nH]2)c1,0.53
BrC=1C(NC=2SC(=CN2)C)=NC(=NC1)NC(C)C,CC(C)Nc1ncc(Br)c(Nc2nccs2)n1,0.55
BrC=1C(NC=2SC(=CN2)C)=NC(=NC1)NC(C)C,CCNc1ncc(Br)c(Nc2ncc(C)s2)n1,0.55
BrC=1C(NC=2SC(=CN2)C)=NC(=NC1)NC(C)C,CNc1ncc(Br)c(Nc2ncc(C)s2)n1,0.65
N=1NC(/C(=N\NC2=CC=CC=C2)/C1C3=CC=CC(=C3)OC)=O,O=C1NN=C(c2ccccc2)/C1=N/Nc1ccccc1,0.96
O(C1=C(NC2=NC(NCCCN(C)C)=NC(N)=C2N(=O)=O)C=CC=C1)C,CNc1nc(N)c([N+](=O)[O-])c(Nc2ccccc2O)n1,0.77
O(C1=C(NC2=NC(NCCCN(C)C)=NC(N)=C2N(=O)=O)C=CC=C1)C,CNc1nc(N)c([N+](=O)[O-])c(Nc2ccccc2)n1,0.73
O(C1=C(NC2=NC(NCCCN(C)C)=NC(N)=C2N(=O)=O)C=CC=C1)C,CNc1ncc([N+](=O)[O-])c(Nc2ccccc2)n1,0.53
O(C1=C(NC2=NC(NCCCN(C)C)=NC(N)=C2N(=O)=O)C=CC=C1)C,CNc1ncc([NH3+])c(Nc2ccccc2)n1,0.51
O(C1=C(NC2=NC(NCCCN(C)C)=NC(N)=C2N(=O)=O)C=CC=C1)C,CCNc1nc(N)c([N+](=O)[O-])c(Nc2ccccc2)n1,0.84
O(C1=C(NC2=NC(NCCCN(C)C)=NC(N)=C2N(=O)=O)C=CC=C1)C,CCNc1ncc([N+](=O)[O-])c(Nc2ccccc2)n1,0.54
O(C1=C(NC2=NC(NCCCN(C)C)=NC(N)=C2N(=O)=O)C=CC=C1)C,NCCCNc1ncc([NH+]=O)c(Nc2ccccc2)n1,0.54
O(C1=C(NC2=NC(NCCCN(C)C)=NC(N)=C2N(=O)=O)C=CC=C1)C,NCCCNc1ncc([NH3+])c(Nc2ccccc2)n1,0.6
O(C1=C(NC2=NC(NCCCN(C)C)=NC(N)=C2N(=O)=O)C=CC=C1)C,NCCCNc1ncc([NH3+])c(Nc2ccccc2O)n1,0.56
O(C1=C(NC2=NC(NCCCN(C)C)=NC(N)=C2N(=O)=O)C=CC=C1)C,CCCNc1ncc([N+](=O)[O-])c(Nc2ccccc2)n1,0.53
C=1C=CN2C3=C(C4=C(C12)C(NC4=O)=O)C(=NN3C=5C(=CC=CC5)C)C,O=C1NC(=O)c2c1cnc1c2cnn1-c1ccccc1,0.5
OC1=C(Cl)C=C(NC2=C(C(=O)NC2=O)C3=CC=CC(=C3)N(=O)=O)C=C1Cl,O=C1NC(=O)C(c2ccccc2)=C1Nc1ccccc1,0.86
O=C1NC(=O)C(=C1C2=NNC=3N=CC=CC23)C=4C=5C(NC4)=CC=CC5,O=C1NCC(c2cc[nH]n2)=C1c1c[nH]c2ccccc12,0.51
O=C1NC(=O)C(=C1C2=NNC=3N=CC=CC23)C=4C=5C(NC4)=CC=CC5,O=C1NCC(c2n[nH]c3ncccc23)=C1c1cc[nH]c1,0.6
O=C1NC(=O)C(=C1C2=NNC=3N=CC=CC23)C=4C=5C(NC4)=CC=CC5,c1cnc2[nH]nc(C3=C(c4cc[nH]c4)CNC3)c2c1,0.52
O=C1NC(=O)C(=C1C2=NNC=3N=CC=CC23)C=4C=5C(NC4)=CC=CC5,O=C1NCC(c2cc[nH]c2)=C1c1n[nH]c2ncccc12,0.59
O=C1NC(=O)C(=C1C2=NNC=3N=CC=CC23)C=4C=5C(NC4)=CC=CC5,O=C1NCC(c2c[nH]c3ccccc23)=C1c1cc[nH]n1,0.51
C1=CC(=C2N(C=C(C2=C1)C=3C(NC(C3C4=COC=5C4=CC=CC5)=O)=O)C)CO,Cn1ccc(C2=C(c3ccoc3)C(=O)NC2=O)c1,0.6
C1=CC=C2C(=C1)/C(=C\C3=C(NC4=C3C=CC=C4)Cl)/C(=O)N2,O=C1Nc2ccccc2/C1=C\c1c[nH]c2ccccc12,0.88
C1=CC=C2C(=C1)/C(=C\C3=C(NC4=C3C=CC=C4)Cl)/C(=O)N2,O=C1Nc2ccccc2/C1=C\c1cc[nH]c1,0.64
C1=CC=C2C(=C1)/C(=C\C3=C(NC4=C3C=CC=C4)Cl)/C(=O)N2,O=C1Nc2ccccc2/C1=C\c1cc[nH]c1Cl,0.77
BrC1=CC=2C(C3=C(C=4C=5C(OC4)=CC=CC5)C(=O)NC3=O)=CN(C2C=C1)C,Cn1ccc(C2=C(c3ccoc3)C(=O)NC2=O)c1,0.6
C1(=C(C=C2C(=C1)CCN=C2C3=CC=C(C(=C3)Cl)Cl)Cl)OC,COc1cc2c(cc1Cl)C(c1cccc(Cl)c1)=NCC2,0.67
OC1CC(CC2=NC3=NNC(=C3C(=C21)C=4NN=CC4)C)(C)C,Cc1[nH]nc2nc3c(c(-c4ccn[nH]4)c12)C(O)CCC3,0.54
ClC1=NC(=NC(NCC2=CC=CC=C2)=C1)NC=3NN=C(C3)C,c1ccc(CNc2ccnc(Nc3ccn[nH]3)n2)cc1,0.5
CN(C)CCCN1C=C(C2=C1C=CC=C2)C=3C(=O)NC(=O)C3C=4C5=CC=CC=C5NC4,Cn1ccc(C2=C(c3cc[nH]c3)C(=O)NC2=O)c1,0.68
CN(C)CCCN1C=C(C2=C1C=CC=C2)C=3C(=O)NC(=O)C3C=4C5=CC=CC=C5NC4,CCCn1ccc(C2=C(c3cc[nH]c3)C(=O)NC2=O)c1,0.62
CN(C)CCCN1C=C(C2=C1C=CC=C2)C=3C(=O)NC(=O)C3C=4C5=CC=CC=C5NC4,CCn1ccc(C2=C(c3cc[nH]c3)C(=O)NC2=O)c1,0.63
O(C=1C(N=C(N)N)=CC(N=C(N)N)=CC1)CCCCCCCCCCCC,CCCCCOc1ccc(N=C(N)N)cc1N=C(N)N,0.54
O(C=1C(N=C(N)N)=CC(N=C(N)N)=CC1)CCCCCCCCCCCC,C=Nc1ccc(OCCCCCCC)c(N=C(N)N)c1,0.5
O(C=1C(N=C(N)N)=CC(N=C(N)N)=CC1)CCCCCCCCCCCC,C=Nc1ccc(OCCCCCC)c(N=C(N)N)c1,0.5
C1(=CC=2C=NNC2C=C1)N3C=C(N=N3)CCCO,CCCc1cn(-c2ccc3[nH]ncc3c2)nn1,0.97
C1(=CC=2C=NNC2C=C1)N3C=C(N=N3)CCCO,CCc1cn(-c2ccc3[nH]ncc3c2)nn1,0.95
C/1(\C=2C(=NC=CC2)N(C1=O)C)=C/3\C(N(C=4N=CC=CC43)C)=O,CN1C=C/C(=C2\C(=O)N(C)c3ncccc32)C1=O,0.52
S(CC1=CC=NC=C1)C=2OC(=NN2)C3=CC=4OCOC4C=C3,c1ccc(-c2nnc(SCc3ccncc3)o2)cc1,0.73
O=N(=O)C=1C(NC2CCCCC2)=NC(NC(CC)C)=NC1N,CCNc1nc(N)c([N+](=O)[O-])c(NC2CCCCC2)n1,0.85
O=N(=O)C=1C(NC2CCCCC2)=NC(NC(CC)C)=NC1N,CNc1nc(N)c([N+](=O)[O-])c(NC2CCCCC2)n1,0.93
O=N(=O)C=1C(NC2CCCCC2)=NC(NC(CC)C)=NC1N,CNc1nc(NC(C)C)nc(N)c1[N+](=O)[O-],0.59
O=N(=O)C=1C(NC2CCCCC2)=NC(NC(CC)C)=NC1N,CCCNc1nc(N)c([N+](=O)[O-])c(NC)n1,0.63
O=N(=O)C=1C(NC2CCCCC2)=NC(NC(CC)C)=NC1N,CCC(C)Nc1nc(N)c([N+](=O)[O-])c(NC)n1,0.6
O=N(=O)C=1C(NC2CCCCC2)=NC(NC(CC)C)=NC1N,Nc1nc(N)c([N+](=O)[O-])c(NC2CCCCC2)n1,0.58
O=C1NC2=C(C1=CC=3NC=NC3)C=C(OC)C=C2,O=C1Nc2ccc(O)cc2C1=Cc1cnc[nH]1,0.75
O=C1NC2=C(C1=CC=3NC=NC3)C=C(OC)C=C2,O=C1Nc2ccccc2C1=Cc1cnc[nH]1,0.85
O(C=1C=C\2C(NC(=O)/C2=C\C=3N=CNC3)=CC1)C,O=C1Nc2ccc(O)cc2/C1=C/c1c[nH]cn1,0.74
O(C=1C=C\2C(NC(=O)/C2=C\C=3N=CNC3)=CC1)C,O=C1Nc2ccccc2/C1=C/c1c[nH]cn1,0.73
O=C1N(C=2C(N(C1CC)C3CCCC3)=NC(=NC2)NC4=C(OC)C=C(C=C4)C(=O)NC5CCCCC5)C,O=Cc1ccc(Nc2ncc3c(n2)NCCN3)cc1,0.53
O=C1N(C=2C(N(C1CC)C3CCCC3)=NC(=NC2)NC4=C(OC)C=C(C=C4)C(=O)NC5CCCCC5)C,c1ccc(Nc2ncc3c(n2)NCCN3)cc1,0.6
O=C1N(C=2C(N(C1CC)C3CCCC3)=NC(=NC2)NC4=C(OC)C=C(C=C4)C(=O)NC5CCCCC5)C,NC(=O)c1ccc(Nc2ncc3c(n2)NCCN3)cc1,0.55
O=C1N(C=2C(N(C1CC)C3CCCC3)=NC(=NC2)NC4=C(OC)C=C(C=C4)C(=O)NC5CCCCC5)C,NCc1ccc(Nc2ncc3c(n2)NCCN3)cc1,0.54
O=C1N(C=2C(N(C1CC)C3CCCC3)=NC(=NC2)NC4=C(OC)C=C(C=C4)C(=O)NC5CCCCC5)C,O=Cc1ccc(Nc2ncc3c(n2)NCC(=O)N3)cc1,0.55
O=C1N(C=2C(N(C1CC)C3CCCC3)=NC(=NC2)NC4=C(OC)C=C(C=C4)C(=O)NC5CCCCC5)C,O=C1CNc2nc(Nc3ccccc3)ncc2N1,0.63
O=C1N(C=2C(N(C1CC)C3CCCC3)=NC(=NC2)NC4=C(OC)C=C(C=C4)C(=O)NC5CCCCC5)C,CN1CCNc2cnc(Nc3ccc(CN)cc3)nc21,0.55
O=C1N(C=2C(N(C1CC)C3CCCC3)=NC(=NC2)NC4=C(OC)C=C(C=C4)C(=O)NC5CCCCC5)C,CN1CCNc2cnc(Nc3ccccc3)nc21,0.55
O=C1N(C=2C(N(C1CC)C3CCCC3)=NC(=NC2)NC4=C(OC)C=C(C=C4)C(=O)NC5CCCCC5)C,CCC1CNc2cnc(Nc3ccccc3)nc2N1C,0.57
O=C1N(C=2C(N(C1CC)C3CCCC3)=NC(=NC2)NC4=C(OC)C=C(C=C4)C(=O)NC5CCCCC5)C,CC1CNc2cnc(Nc3ccccc3)nc2N1C,0.54
O=C1N(C=2C(N(C1CC)C3CCCC3)=NC(=NC2)NC4=C(OC)C=C(C=C4)C(=O)NC5CCCCC5)C,CN1CCNc2cnc(Nc3ccc(C=O)cc3)nc21,0.5
O=C1N(C=2C(N(C1CC)C3CCCC3)=NC(=NC2)NC4=C(OC)C=C(C=C4)C(=O)NC5CCCCC5)C,CN1CCNc2nc(Nc3ccccc3)ncc21,0.59
O=C1N(C=2C(N(C1CC)C3CCCC3)=NC(=NC2)NC4=C(OC)C=C(C=C4)C(=O)NC5CCCCC5)C,CN1CCNc2nc(Nc3ccc(CN)cc3)ncc21,0.55
O=C1N(C=2C(N(C1CC)C3CCCC3)=NC(=NC2)NC4=C(OC)C=C(C=C4)C(=O)NC5CCCCC5)C,CNCc1ccc(Nc2ncc3c(n2)NCCN3)cc1,0.5
O=C1N(C=2C(N(C1CC)C3CCCC3)=NC(=NC2)NC4=C(OC)C=C(C=C4)C(=O)NC5CCCCC5)C,NCc1ccc(Nc2ncc3c(n2)NCC(=O)N3)cc1,0.53
O=C1N(C=2C(N(C1CC)C3CCCC3)=NC(=NC2)NC4=C(OC)C=C(C=C4)C(=O)NC5CCCCC5)C,CN1CC(=O)Nc2cnc(Nc3ccccc3)nc21,0.55
